Number,SetName,Theme,Year,Pieces,Minifigs,RetailPriceUSD,CurrentValueNew,ForecastValueNew2Y,ForecastValueNew5Y,RollingGrowthLastYear,RollingGrowth12M,PriceType,PriceDate,PriceValue,Currency,URL
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2025-02-15,28.4,USD,https://www.brickeconomy.com/api/v1/set/71817
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2025-02-03,28.0,USD,https://www.brickeconomy.com/api/v1/set/71817
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2025-01-15,27.6,USD,https://www.brickeconomy.com/api/v1/set/71817
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2025-01-01,27.96,USD,https://www.brickeconomy.com/api/v1/set/71817
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2024-12-14,27.8,USD,https://www.brickeconomy.com/api/v1/set/71817
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2024-03-23,19.99,USD,https://www.brickeconomy.com/api/v1/set/71817
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2024-03-09,21.99,USD,https://www.brickeconomy.com/api/v1/set/71817
71817-1,Lloyd's Elemental Power Mech,Ninjago,2024,253,3,19.99,28.4,32.32,38.11,N/A,N/A,New,2024-01-07,19.99,USD,https://www.brickeconomy.com/api/v1/set/71817
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2025-02-15,173.31,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2025-02-03,168.72,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2025-01-15,159.96,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2025-01-01,159.97,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-12-15,134.07,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-12-02,135.0,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-11-16,129.82,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-11-02,131.07,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-10-14,129.99,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-09-27,129.94,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-09-15,130.0,USD,https://www.brickeconomy.com/api/v1/set/75257
75257-1,Millennium Falcon,Star Wars,2019,1351,7,169.99,173.31,204.13,249.64,N/A,N/A,New,2024-08-31,131.42,USD,https://www.brickeconomy.com/api/v1/set/75257
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2025-02-15,425.59,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2025-02-03,417.2,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2025-01-15,408.17,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2025-01-01,409.23,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-12-15,416.52,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-11-15,407.29,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-11-01,399.99,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-10-14,394.6,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-09-27,399.97,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-09-15,399.95,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-08-31,399.98,USD,https://www.brickeconomy.com/api/v1/set/75290
75290-1,Mos Eisley Cantina,Star Wars,2020,3187,21,399.99,425.59,528.9,638.78,N/A,N/A,New,2024-08-15,433.06,USD,https://www.brickeconomy.com/api/v1/set/75290
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2025-02-15,255.19,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2025-02-03,256.57,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2025-01-15,224.76,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2025-01-01,229.0,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-12-15,223.27,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-12-01,227.4,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-11-15,200.64,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-11-01,207.35,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-10-14,200.0,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-09-27,199.63,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-09-14,199.41,USD,https://www.brickeconomy.com/api/v1/set/75308
75308-1,R2-D2,Star Wars,2021,2314,1,239.99,255.19,289.23,339.49,N/A,N/A,New,2024-08-15,200.13,USD,https://www.brickeconomy.com/api/v1/set/75308
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2025-02-15,1119.67,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2025-02-03,974.01,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2025-01-15,973.27,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2025-01-01,957.5,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-12-15,950.57,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-12-01,919.29,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-11-15,849.21,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-11-01,800.0,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-10-14,864.93,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-09-26,849.99,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-09-14,969.48,USD,https://www.brickeconomy.com/api/v1/set/75313
75313-1,AT-AT,Star Wars,2021,6785,9,849.99,1119.67,1270.62,1493.48,N/A,N/A,New,2024-08-30,858.31,USD,https://www.brickeconomy.com/api/v1/set/75313
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2025-02-15,218.87,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2025-02-03,225.44,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2025-01-15,215.16,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2025-01-01,204.73,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-12-24,204.49,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-12-14,210.0,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-12-08,202.13,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-12-01,206.87,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-11-15,202.27,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-11-01,197.12,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-10-14,199.96,USD,https://www.brickeconomy.com/api/v1/set/75341
75341-1,Luke Skywalker's Landspeeder,Star Wars,2022,1890,2,239.99,218.87,236.16,261.69,N/A,N/A,New,2024-09-14,197.93,USD,https://www.brickeconomy.com/api/v1/set/75341
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2025-02-15,14.73,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2025-02-03,14.97,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2025-01-24,14.96,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2024-12-14,9.99,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2024-11-01,9.97,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2024-02-08,9.99,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2024-02-01,11.87,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2024-01-23,12.87,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2024-01-12,12.93,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2024-01-07,12.84,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2023-12-29,11.48,USD,https://www.brickeconomy.com/api/v1/set/75344
75344-1,Boba Fett's Starship Microfighter,Star Wars,2023,85,1,9.99,14.73,16.65,19.47,N/A,N/A,New,2023-12-15,10.0,USD,https://www.brickeconomy.com/api/v1/set/75344
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2025-02-15,34.99,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2025-02-03,37.77,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2025-01-15,38.04,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2025-01-01,34.73,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-12-08,34.54,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-12-01,34.93,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-11-15,29.99,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-11-01,30.0,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-10-14,29.52,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-09-26,32.05,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-09-14,34.43,USD,https://www.brickeconomy.com/api/v1/set/75346
75346-1,Pirate Snub Fighter,Star Wars,2023,285,2,34.99,34.99,36.6,38.98,N/A,N/A,New,2024-08-30,34.99,USD,https://www.brickeconomy.com/api/v1/set/75346
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2025-02-15,100.0,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2025-02-03,97.81,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2025-01-24,88.49,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2025-01-15,95.0,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2025-01-01,95.64,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2024-12-14,91.07,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2024-12-01,91.9,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2024-11-01,79.96,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2024-10-14,79.95,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2024-09-14,79.99,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2024-08-30,81.06,USD,https://www.brickeconomy.com/api/v1/set/75348
75348-1,Mandalorian Fang Fighter vs TIE Interceptor,Star Wars,2023,957,4,99.99,100.0,104.72,111.68,N/A,N/A,New,2024-08-14,79.96,USD,https://www.brickeconomy.com/api/v1/set/75348
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2025-02-19,69.43,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2025-02-15,68.29,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2025-02-03,70.69,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2025-01-15,69.21,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2025-01-01,61.05,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2024-12-14,57.47,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2024-11-15,56.22,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2024-11-01,58.6,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2024-10-14,59.9,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2024-09-26,59.99,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2024-08-30,60.0,USD,https://www.brickeconomy.com/api/v1/set/75350
75350-1,Clone Commander Cody Helmet,Star Wars,2023,766,N/A,69.99,69.43,74.91,83.01,N/A,N/A,New,2024-08-14,55.98,USD,https://www.brickeconomy.com/api/v1/set/75350
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2025-02-15,95.0,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2025-02-03,93.59,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2025-01-24,89.16,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2025-01-01,72.09,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-12-14,69.15,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-12-01,69.99,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-11-15,69.15,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-11-01,69.99,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-10-14,70.0,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-09-26,70.11,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-09-14,71.53,USD,https://www.brickeconomy.com/api/v1/set/75351
75351-1,Princess Leia (Boushh) Helmet,Star Wars,2023,670,N/A,69.99,95.0,108.11,127.47,N/A,N/A,New,2024-08-30,72.74,USD,https://www.brickeconomy.com/api/v1/set/75351
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2025-02-15,105.76,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2025-02-03,99.98,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2025-01-15,100.0,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2025-01-01,85.22,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-12-14,81.07,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-12-01,80.11,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-11-15,79.99,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-11-01,79.21,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-09-26,78.42,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-09-14,78.38,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-08-30,81.06,USD,https://www.brickeconomy.com/api/v1/set/75352
75352-1,Emperor's Throne Room Diorama,Star Wars,2023,807,3,99.99,105.76,117.89,135.79,N/A,N/A,New,2024-08-14,81.92,USD,https://www.brickeconomy.com/api/v1/set/75352
75353-1,Endor Speeder Chase Diorama,Star Wars,2023,608,3,79.99,74.96,80.88,89.62,N/A,N/A,New,2025-02-03,74.96,USD,https://www.brickeconomy.com/api/v1/set/75353
75353-1,Endor Speeder Chase Diorama,Star Wars,2023,608,3,79.99,74.96,80.88,89.62,N/A,N/A,New,2025-01-24,82.73,USD,https://www.brickeconomy.com/api/v1/set/75353
75353-1,Endor Speeder Chase Diorama,Star Wars,2023,608,3,79.99,74.96,80.88,89.62,N/A,N/A,New,2025-01-15,76.06,USD,https://www.brickeconomy.com/api/v1/set/75353
75353-1,Endor Speeder Chase Diorama,Star Wars,2023,608,3,79.99,74.96,80.88,89.62,N/A,N/A,New,2025-01-01,79.98,USD,https://www.brickeconomy.com/api/v1/set/75353
75353-1,Endor Speeder Chase Diorama,Star Wars,2023,608,3,79.99,74.96,80.88,89.62,N/A,N/A,New,2024-12-14,69.64,USD,https://www.brickeconomy.com/api/v1/set/75353
